UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,Watch Hour,Time per Session,Engagement Efficiency,Videos per Session,Video Consumption Ratio,Time of Day,Time per Session_log,Engagement Efficiency_log,Videos per Session_log,Video Consumption Ratio_log
152,0.9646358794862621,Male,India,1.6649897918968126,1,1,Driver,Rural,Facebook,-0.898646359002144,3,Gaming,29,2523,9,7,38,60,3,7,Habit,Tablet,Android,21:00:00,5,5,At Home,Mobile Data,21,-0.06909738904237699,-0.3092165500707027,1.1192306158746506,-0.3395328745464051,Night,-0.07160061409660175,-0.3699288908291239,0.7510531057733355,-0.41480792847100856
153,-0.07308521416731607,Male,India,-0.2894163742608266,1,0,Students,Rural,Youtube,-0.5887929609428948,17,Life Hacks,26,2639,1,11,43,13,6,4,Entertainment,Smartphone,Windows,14:00:00,8,2,At Home,Mobile Data,14,-0.555063126162989,-0.3842211225641564,-0.3126407900909078,-0.2781296668701368,Afternoon,-0.809822863424531,-0.4848673450936003,-0.3748982559996172,-0.3259097502212044
154,1.1128817500082018,Other,India,-1.3771599316154979,0,0,Waiting Staff,Urban,Facebook,0.40035442516932357,14,Trends,22,6159,9,8,21,3,5,5,Habit,Smartphone,Ios,17:00:00,7,3,At Home,Mobile Data,17,-0.37380016886140527,-0.3082436617054818,-0.45808729385269525,-0.5275801980549767,Evening,-0.46808573975036827,-0.36852149766171477,-0.6126503492826575,-0.7498872777876164
155,1.557619361574021,Male,United States,-1.558450524507943,0,1,Students,Urban,Youtube,0.030913835175603477,6,Entertainment,1,3909,6,7,27,68,3,7,Boredom,Smartphone,Android,21:00:00,5,5,At School,Mobile Data,21,-0.06054962129167808,-0.38923917834266447,-0.03445670037176085,-0.5199047970954431,Night,-0.062460278225626845,-0.49304985036460797,-0.03506433127478767,-0.7337708553623623
156,-0.666068696255075,Male,United States,1.3666464260533513,1,1,Students,Urban,Facebook,-1.6136926622157957,8,Vlogs,26,1164,4,28,46,4,5,5,Boredom,Smartphone,Macos,17:00:00,7,3,At Home,Mobile Data,17,-0.6556250997006221,0.09584296055649229,0.14205604691196183,6.023374520906892,Evening,-1.0660243885867884,0.09152389409588296,0.13283018788589876,1.949243803521902
157,1.4093734910520812,Female,Japan,0.9052637639281002,1,1,Students,Rural,Instagram,1.508676195150484,5,Pranks,21,619,7,19,6,92,3,7,Boredom,Smartphone,Macos,21:00:00,5,5,At Work,Wi-Fi,21,0.6919053457036617,-0.6263781571327266,-0.5004503532007887,-0.43163768606080744,Night,0.5258553173636861,-0.9845111084176887,-0.6940482928412709,-0.5649961869643171
158,0.37165239739850314,Other,Pakistan,0.4061139845669432,1,0,Driver,Rural,Tiktok,-1.6494449773764783,8,Pranks,7,7982,9,20,38,7,3,7,Boredom,Tablet,Android,21:00:00,5,5,At School,Mobile Data,21,-0.6651784871866973,5.63874640977575,0.0008458490849836847,5.209782019196339,Night,-1.0941576867163636,1.8929231519560954,0.0008454915562423915,1.8261257937506232
159,0.8905129442252921,Female,Vietnam,0.5135142242065504,1,0,Manager,Rural,Instagram,-0.05250823353265591,2,Jokes/Memes,15,3066,5,12,49,26,6,4,Procrastination,Computer,Ios,14:00:00,8,2,At School,Mobile Data,14,1.1419201772845697,-0.4355896282478217,2.789747256167802,-0.3779098793440727,Afternoon,0.7617027058244441,-0.5719736825738526,1.3322993298436911,-0.4746703082239321
160,-0.8143145667770147,Other,India,-0.26475815597622293,1,0,Students,Rural,Facebook,1.0558135364485044,15,Jokes/Memes,29,4872,5,7,11,75,6,4,Entertainment,Smartphone,Android,14:00:00,8,2,Commuting,Mobile Data,14,-0.3036581923189062,-0.44129382634706443,-0.5668191461794684,-0.5813080047717113,Afternoon,-0.3619146362092462,-0.5821315725459829,-0.8365999619222072,-0.8706197242953019
161,0.5940212031814127,Male,India,-0.7470897659432656,0,1,Waiting Staff,Rural,Tiktok,-0.6483801528773657,12,Life Hacks,22,8638,8,8,47,24,5,5,Entertainment,Tablet,Android,17:00:00,7,3,At Work,Wi-Fi,17,-0.5027708999234197,0.2627906040284043,-0.11635861511140819,-0.3779098793440727,Evening,-0.6987043931488188,0.23332403708833901,-0.12370397185507864,-0.4746703082239321
162,-1.259052178342834,Male,Indonesia,1.5349124215954673,1,0,Labor/Worker,Urban,Youtube,-1.4945182783468538,17,Trends,13,2337,7,7,41,10,5,5,Habit,Smartphone,Ios,17:00:00,7,3,At Home,Wi-Fi,17,-0.6674411315912939,0.27132129885186784,-0.32958601383014513,0.3397401103723126,Evening,-1.1009383867116158,0.2400567524337475,-0.39985986760668,0.29247564766922585
163,-0.14720814942828594,Other,Japan,0.7715192739844292,1,0,Students,Rural,Facebook,-1.077407934805557,1,Gaming,13,8400,8,6,17,13,3,7,Boredom,Smartphone,Windows,21:00:00,5,5,At Work,Mobile Data,21,0.8276640099794663,0.7610425791136044,1.730670772465466,-0.31650667166780444,Night,0.6030386541577059,0.5659060081619134,1.0045472832163393,-0.3805383839013308
164,0.29752946213753323,Male,India,-1.3608475718272215,0,0,Manager,Rural,Tiktok,-0.10017798708023269,15,Entertainment,28,5594,2,25,39,44,6,4,Entertainment,Smartphone,Windows,14:00:00,8,2,At Home,Mobile Data,14,-0.4663171845160278,-0.24856976166187789,-0.3027560762430193,-0.021003734725763532,Afternoon,-0.6279535949914874,-0.28577690398746036,-0.36061996709554317,-0.021227451296251042
165,-1.6296668546476831,Male,Japan,-1.383145345284581,0,0,Cashier,Urban,Youtube,0.8174647687106205,14,Jokes/Memes,9,2460,9,9,7,39,6,4,Boredom,Smartphone,Macos,14:00:00,8,2,Commuting,Mobile Data,14,-0.3109489354003846,-0.5346706275479535,-0.5992974916796734,-0.5352555990145101,Afternoon,-0.3724398966369748,-0.7650097962866916,-0.9145360015135451,-0.7662676998216533
166,1.3352505557911114,Male,Japan,-0.7646244989456504,0,1,Engineer,Urban,Youtube,0.9128042758057741,16,Entertainment,24,6820,3,27,30,19,5,5,Entertainment,Smartphone,Android,17:00:00,7,3,At Work,Mobile Data,17,-0.34765405574162067,-0.34285800564702656,-0.40442741867844356,-0.23975266207246917,Evening,-0.4271802684149009,-0.4198551585022532,-0.5182320146222121,-0.2741114540058927
167,1.557619361574021,Male,Philippines,-0.7792086759139801,0,0,Labor/Worker,Rural,Instagram,0.7459601383892553,9,Gaming,15,5546,6,13,21,51,6,4,Habit,Computer,Windows,14:00:00,8,2,At School,Mobile Data,14,-0.10806515378820974,-0.383780762567267,-0.3408828296563034,-0.45850158941917485,Afternoon,-0.11436219143331491,-0.48415247384448334,-0.41685396006616265,-0.6134151477608655
168,-1.3331751136038037,Male,Japan,0.0557143801226519,1,1,Students,Urban,Facebook,0.8174647687106205,1,Gaming,4,3442,6,7,1,19,6,4,Entertainment,Tablet,Ios,14:00:00,8,2,At School,Wi-Fi,14,4.825002458100383,-0.4889653562428901,-0.5286923927661843,-0.569794903332411,Afternoon,1.7621594214431573,-0.6713178950743058,-0.7522443042240573,-0.8434932150136896
169,0.29752946213753323,Female,United States,1.192732223246044,1,0,Waiting Staff,Rural,Youtube,1.6040157022456376,17,Trends,13,2711,2,8,25,76,5,5,Habit,Smartphone,Macos,17:00:00,7,3,At Work,Mobile Data,17,-0.2830429877436914,-0.5521109316108087,-0.46232359978750465,-0.5851457052514781,Evening,-0.3327393951920122,-0.8032096924315558,-0.6204983863798579,-0.8798279173919313
170,0.29752946213753323,Female,Philippines,-0.06462615526631137,1,1,Labor/Worker,Rural,Tiktok,-1.4110962096385944,13,Trends,27,1291,7,22,32,52,5,5,Entertainment,Smartphone,Windows,17:00:00,7,3,At Home,Mobile Data,17,-0.6420492332730416,-0.24854927980155742,-0.32252550393879625,1.8671449013194856,Evening,-1.0273598251476614,-0.28574964719083207,-0.3893833711269465,1.0533167267191166
171,1.483496426313051,Male,Japan,1.6663386175123807,1,0,Driver,Rural,Youtube,-1.6494449773764783,5,Life Hacks,12,5374,9,17,8,86,5,5,Habit,Smartphone,Ios,17:00:00,7,3,At School,Wi-Fi,17,-0.6405408036699771,3.584262205683147,-0.44396627406999745,4.327110908849983,Evening,-1.0231546094310064,1.5226291779692283,-0.5869263284236991,1.6728090478514062
172,1.483496426313051,Male,Germany,-1.372143986357604,0,1,Students,Rural,Youtube,0.11433590388386286,10,Jokes/Memes,5,9592,1,17,5,47,3,7,Entertainment,Tablet,Android,21:00:00,5,5,At Work,Mobile Data,21,-0.3011441429804653,-0.03905057151392997,-0.5992974916796734,-0.28580506782967036,Night,-0.3583107711468914,-0.03983349524036735,-0.9145360015135451,-0.3365993396600005
173,-0.2954540199502257,Female,United States,-0.43774504117282725,0,0,Cashier,Rural,Instagram,1.389501811281542,6,Entertainment,7,2655,8,16,30,30,3,7,Habit,Smartphone,Android,21:00:00,5,5,At Work,Mobile Data,21,0.4171197530120792,-0.5477278135022344,0.036148398541728216,-0.4623392898989416,Night,0.34862646879047826,-0.7934710978718617,0.03551037541480408,-0.6205275681337239
174,0.445775332659473,Male,India,1.5824585245442415,1,1,Cashier,Rural,Instagram,0.30501491807417,19,Gaming,8,6513,2,22,8,46,6,4,Entertainment,Tablet,Android,14:00:00,8,2,At Home,Mobile Data,14,-0.4715966881267535,-0.2723492014939095,-0.6105943075058317,-0.21672645919386857,Afternoon,-0.6378954386146868,-0.3179340182467936,-0.9431335675217971,-0.24427329431118208
175,-0.9625604372989545,Male,Philippines,-0.07642837940253193,1,0,Students,Urban,Tiktok,0.40035442516932357,13,Asmr,5,7394,1,2,49,76,3,7,Entertainment,Smartphone,Macos,21:00:00,5,5,Commuting,Wi-Fi,21,-0.3481568656093088,-0.23987521195585076,-0.1375401447854549,-0.650386613407513,Night,-0.4279513374275643,-0.274272664385317,-0.14796667583864775,-1.0509273447654037
176,0.29752946213753323,Female,Indonesia,-1.3907324893721513,0,1,Teacher,Urban,Instagram,-1.02973818125798,1,Life Hacks,9,704,8,8,19,93,6,4,Habit,Smartphone,Android,14:00:00,8,2,At Work,Mobile Data,14,0.9282259835170994,-0.5382651940341907,2.013091168119422,-0.22056415967363532,Afternoon,0.6566004006874284,-0.7727645657699853,1.1029665179444323,-0.24918490262571905
177,0.07516065635462366,Male,United States,-1.1974289183410531,0,0,Waiting Staff,Rural,Youtube,-0.41003138513948184,15,Asmr,14,825,2,17,44,21,8,2,Boredom,Smartphone,Android,08:00:00,10,0,At Home,Wi-Fi,8,-0.5098102380710541,-0.5769759100398236,-0.2561567109601165,-0.1361347491187665,Morning,-0.7129626936040963,-0.8603261512969994,-0.2959248993462026,-0.14633848196925092
178,1.1128817500082018,Female,Indonesia,1.1072925506599043,1,1,Labor/Worker,Rural,Youtube,-0.01675591837197331,14,Trends,26,9196,6,13,30,75,6,4,Boredom,Tablet,Macos,14:00:00,8,2,At School,Mobile Data,14,-0.43665140232242594,-0.02134400326690901,-0.3677127672434292,-0.3587213769452389,Afternoon,-0.5738566636311639,-0.021575080495957032,-0.45841150587127427,-0.44429124715062224
179,0.6681441384423826,Male,India,-1.654090690811816,0,0,Driver,Urban,Instagram,0.15008821904454545,8,Trends,12,376,6,18,15,48,5,5,Habit,Smartphone,Android,17:00:00,7,3,At Work,Mobile Data,17,-0.19052597208906893,-0.625702255742152,-0.40442741867844356,-0.2704542659106033,Evening,-0.21137059049165363,-0.9827036906519012,-0.5182320146222121,-0.31533322060686736
180,-1.7037897899086532,Other,Indonesia,1.6838733505147654,1,1,Waiting Staff,Urban,Youtube,1.4252541264422245,10,Vlogs,4,972,5,24,36,62,5,5,Entertainment,Smartphone,Ios,17:00:00,7,3,At Home,Mobile Data,17,-0.02459871575197425,-0.6124504921148268,-0.16154587841604115,-0.35104597598570536,Evening,-0.024906319069748183,-0.947911676065323,-0.17619541408286002,-0.43239340605968185
181,0.2234065268765634,Female,India,-1.5859749972256287,0,0,Engineer,Rural,Youtube,1.5563459486980606,9,Life Hacks,20,4213,8,28,44,58,6,4,Procrastination,Computer,Ios,14:00:00,8,2,At School,Mobile Data,14,0.0817455712640727,-0.4961852120058454,0.02061527678076058,-0.3126689711880377,Afternoon,0.07857600606693561,-0.6855465625881935,0.020405657966788508,-0.3749392559228581
182,-0.8143145667770147,Female,India,-1.4916836565373237,0,1,Driver,Rural,Tiktok,1.0677309748353987,17,Life Hacks,29,443,3,22,27,18,6,4,Procrastination,Tablet,Android,14:00:00,8,2,At School,Mobile Data,14,-0.34941389027852926,-0.6303618789650522,-0.44537837604826724,-0.34337057502617185,Afternoon,-0.4298816151224276,-0.9952308032049872,-0.5894691563843345,-0.4206354607642942
183,1.2611276205301414,Male,Philippines,-1.3865595601239877,0,0,Labor/Worker,Rural,Instagram,1.1749879203174465,9,Jokes/Memes,8,7519,4,28,13,59,6,4,Habit,Smartphone,Ios,14:00:00,8,2,At School,Wi-Fi,14,-0.007503180250576626,-0.3411784931007504,-0.466559905722314,-0.2627788649510697,Afternoon,-0.007531470708622138,-0.41730263564494696,-0.6284085026844093,-0.30486738424185145
184,-1.5555439193867133,Female,Japan,1.0751314898887032,1,1,Cashier,Rural,Youtube,1.3775843728946477,3,Asmr,17,754,7,10,14,91,6,4,Habit,Tablet,Macos,14:00:00,8,2,At School,Mobile Data,14,1.531597824742898,-0.620264321827075,-0.010450966741174577,-0.5506064009335772,Afternoon,0.9288506546766224,-0.9682798520477882,-0.010505961595930013,-0.7998561626202335
185,1.1128817500082018,Male,Brazil,-0.2589834963095722,1,0,Labor/Worker,Rural,Instagram,1.2703274274126,11,Pranks,8,4735,7,2,37,48,3,7,Entertainment,Smartphone,Macos,21:00:00,5,5,At Home,Wi-Fi,21,-0.11636151660506452,-0.4612329173690134,-0.19543632589451596,-0.6618997148468134,Night,-0.12370725542516667,-0.6184719301671212,-0.21745516825411662,-1.0844127258696978
186,-1.3331751136038037,Male,India,-0.9464209014439336,0,1,Labor/Worker,Urban,Tiktok,-0.779471975133202,12,Jokes/Memes,21,5396,8,2,48,63,6,4,Entertainment,Smartphone,Ios,14:00:00,8,2,At Work,Mobile Data,14,-0.5256487489032313,-0.006627786626672409,-0.10506179928524992,-0.604334207650312,Afternoon,-0.7458071956495888,-0.006649847936924779,-0.11100061257203302,-0.9271853827742215
187,-1.184929243081864,Male,Philippines,-0.8198420475829681,0,0,Artist,Rural,Instagram,0.44802417871690037,10,Entertainment,29,3465,2,27,30,12,5,5,Procrastination,Tablet,Android,17:00:00,7,3,At Home,Mobile Data,17,-0.23075076150412221,-0.4614377359722178,-0.24627199711222805,-0.14381015007830006,Evening,-0.26234025471108646,-0.6188521641342127,-0.28272371493173537,-0.1552631401398548
188,0.2234065268765634,Male,Germany,1.193659540856747,1,1,Waiting Staff,Urban,Youtube,-0.9105637973890381,17,Life Hacks,27,2711,2,14,39,87,8,2,Procrastination,Smartphone,Android,08:00:00,10,0,At Work,Mobile Data,8,-0.5950365106441982,-0.27900580609805276,-0.34653123756938253,0.0250486710314377,Morning,-0.9039583656780907,-0.32712419457018466,-0.4254605474725516,0.024740095396155196
189,-1.110806307820894,Female,India,0.015881873662907494,1,1,Driver,Rural,Instagram,0.3407672332348526,17,Entertainment,1,2407,4,16,47,34,8,2,Entertainment,Smartphone,Windows,08:00:00,10,0,Commuting,Wi-Fi,8,-0.439668261528555,-0.5122429904970709,-0.28016244459070283,-0.35104597598570536,Morning,-0.579226280519129,-0.7179379284844265,-0.32872970991457745,-0.43239340605968185
190,0.9646358794862621,Male,Mexico,-1.1936774970977544,0,1,Teacher,Rural,Youtube,-1.4349310864123828,11,Pranks,20,8814,9,7,13,61,8,2,Habit,Smartphone,Android,08:00:00,10,0,At Home,Mobile Data,8,-0.6350098951254073,2.2625472773447894,-0.5032745571573283,0.1747189897423416,Morning,-1.007885035699749,1.1825082636839817,-0.6997178344185505,0.1610289613272749
191,0.6681441384423826,Male,Indonesia,0.6801784893301793,1,1,Engineer,Rural,Youtube,-0.421948823526376,4,Entertainment,2,5588,9,21,16,87,6,4,Boredom,Smartphone,Android,14:00:00,8,2,At Work,Wi-Fi,14,0.023168221678401445,-0.1558586209214032,-0.10506179928524992,0.0020224681528370845,Afternoon,0.022903913019115502,-0.1694352876579089,-0.11100061257203302,0.0020204257174991653
192,1.3352505557911114,Other,Brazil,-1.4170345888757288,0,0,Driver,Rural,Youtube,1.0081437829009277,7,Life Hacks,4,6104,4,21,44,53,6,4,Entertainment,Smartphone,Ios,14:00:00,8,2,At Home,Wi-Fi,14,0.14157994551896447,-0.3843132909355984,0.21830955373853003,-0.35104597598570536,Afternoon,0.1324132200315881,-0.4850170340051289,0.19746428620788137,-0.43239340605968185
193,1.483496426313051,Male,Japan,-1.556764492488483,0,1,Waiting Staff,Urban,Tiktok,0.8770519606450915,14,Jokes/Memes,24,5747,9,24,7,25,6,4,Habit,Smartphone,Ios,14:00:00,8,2,At Home,Wi-Fi,14,-0.3018983577819976,-0.3876108704471894,-0.5992974916796734,-0.2819673673499036,Afternoon,-0.35939056759771537,-0.490387365923084,-0.9145360015135451,-0.331240261593311
194,0.001037721093653793,Female,United States,0.9889752536942932,1,1,Labor/Worker,Rural,Instagram,-0.8748114822283555,7,Vlogs,21,1723,3,12,48,62,5,5,Entertainment,Smartphone,Macos,17:00:00,7,3,At Home,Mobile Data,17,-0.4258409901671304,-0.42296256136027,0.2987993664999076,-0.10159544480086559,Evening,-0.5548489004109409,-0.5498481295881109,0.2614402734884333,-0.10713480522443719
195,-0.666068696255075,Other,India,1.0051190102806233,1,1,Teacher,Urban,Tiktok,-0.6960499064249426,8,Trends,1,7224,5,28,27,4,6,4,Habit,Tablet,Android,14:00:00,8,2,At School,Wi-Fi,14,-0.41377355334261445,0.14630002345589796,-0.1926121219379764,0.462546525724849,Afternoon,-0.534049136306117,0.13653938460109485,-0.2139510842231603,0.38017911207930416
196,0.5940212031814127,Male,Vietnam,0.6270263299167003,1,0,Waiting Staff,Rural,Instagram,-0.4696185770739528,1,Life Hacks,7,1919,9,23,45,94,6,4,Habit,Tablet,Android,14:00:00,8,2,At Home,Mobile Data,14,2.1098291725842886,-0.473716611234322,5.684556311620853,0.09412727966723944,Afternoon,1.134567796253032,-0.641915449412584,1.8997998376139273,0.08995704062112381
197,0.5940212031814127,Male,Pakistan,-0.6058845843134838,0,1,Waiting Staff,Rural,Tiktok,-1.2323346338351815,4,Jokes/Memes,1,918,6,28,35,94,6,4,Habit,Smartphone,Android,14:00:00,8,2,At Home,Mobile Data,14,-0.4042201658565393,-0.4533269192853233,0.5656866403928963,1.5447780610190769,Afternoon,-0.51788408596348,-0.6039043138861815,0.44832447562530603,0.9340434403134179
198,0.001037721093653793,Male,Brazil,-0.32338991945294726,1,0,Manager,Urban,Facebook,-1.5421880318944305,12,Gaming,9,4215,3,14,15,13,3,7,Habit,Smartphone,Macos,21:00:00,5,5,At Work,Wi-Fi,21,-0.6598989835759714,1.3128853417272375,-0.4933898433094398,1.7481761864467158,Night,-1.0785125983700172,0.8384958107829239,-0.6800134928777538,1.010937486732341
199,1.2611276205301414,Male,United States,0.141027600307332,1,0,Artist,Rural,Youtube,0.4599416171037946,3,Pranks,3,581,9,25,28,42,8,2,Boredom,Computer,Android,08:00:00,10,0,At Home,Wi-Fi,8,0.8862413595651376,-0.6178679441695835,0.6475885551325435,-0.1860248553557344,Morning,0.6345861503419881,-0.9619890342234764,0.4993127371685196,-0.2058254482808489
200,-0.8884375020379846,Male,India,0.5577304139168909,1,0,Students,Rural,Youtube,1.4967587567635898,13,Entertainment,12,3881,6,4,35,49,6,4,Boredom,Smartphone,Android,14:00:00,8,2,Commuting,Mobile Data,14,-0.17016217244769827,-0.5056990361246901,-0.2900471584385913,-0.6388735119682127,Afternoon,-0.18652498577351423,-0.7046107086907284,-0.3425567314887482,-1.0185269996592987
201,1.1128817500082018,Other,Vietnam,0.714742145729111,1,0,Labor/Worker,Rural,Tiktok,-1.5421880318944305,6,Pranks,19,9878,4,26,7,78,6,4,Entertainment,Tablet,Android,14:00:00,8,2,At School,Wi-Fi,14,-0.6136404757486603,3.9489929333393943,-0.5046866591355981,3.8435606483993694,Afternoon,-0.9509869330328631,1.5991841080720623,-0.7025647048336595,1.5776501214120542
202,-1.6296668546476831,Female,Philippines,-1.6118977395248275,0,0,Driver,Rural,Facebook,-0.26702212449675145,11,Jokes/Memes,15,3909,4,4,46,56,8,2,Habit,Computer,Macos,08:00:00,10,0,At Home,Mobile Data,8,-0.41100809907032954,-0.3388640428845406,-0.0796439636763939,-0.5736326038121778,Morning,-0.5293428459689431,-0.41379577629342273,-0.08299468779877094,-0.8524538720280952
203,-1.5555439193867133,Female,Japan,-0.24587459735827005,1,1,Labor/Worker,Rural,Youtube,-1.017820742871086,4,Trends,22,1999,8,18,46,47,6,4,Habit,Smartphone,Windows,14:00:00,8,2,At Home,Mobile Data,14,-0.29108794562670204,-0.33900741590678374,0.9540146844170861,0.3550909122913797,Afternoon,-0.3440238019304319,-0.4140126584169627,0.6698860686471566,0.303868546022944
204,0.9646358794862621,Female,India,-1.6185575660016949,0,0,Artist,Rural,Instagram,-1.2204171954482872,16,Gaming,16,400,7,3,20,8,3,7,Habit,Smartphone,Android,21:00:00,5,5,At School,Wi-Fi,21,-0.6289761767131493,-0.5655879957016586,-0.4933898433094398,-0.45850158941917485,Night,-0.9914890047251261,-0.833761876539944,-0.6800134928777538,-0.6134151477608655
205,-0.5178228257331352,Male,India,1.1608662180782483,1,0,Students,Rural,Tiktok,-0.17168261740159788,7,Trends,10,3648,1,1,32,55,3,7,Boredom,Computer,Android,21:00:00,5,5,Commuting,Wi-Fi,21,-0.21390663093656861,-0.3764892202931901,-0.024571986523872342,-0.6657374153265802,Night,-0.24067970345088507,-0.4723892249869446,-0.02487891613076759,-1.0958284132274105
206,-1.6296668546476831,Male,India,-0.5628907678172518,0,1,Engineer,Urban,Youtube,0.364602110008641,11,Gaming,22,5445,6,17,38,88,6,4,Boredom,Computer,Android,14:00:00,8,2,At School,Mobile Data,14,-0.28983092095748164,-0.34279656006606524,-0.18272740809008786,-0.3356951740666383,Afternoon,-0.34225219780098026,-0.419761658605798,-0.20178258994232653,-0.4090141596476383
207,-1.6296668546476831,Male,India,-1.3103087620439056,0,1,Waiting Staff,Rural,Youtube,-1.2800043873827582,1,Life Hacks,29,2628,8,7,40,18,3,7,Habit,Smartphone,Windows,20:30:00,5,5,At School,Wi-Fi,20,0.40027562244452564,-0.0375246729200572,4.978505322485963,-0.08240694240203174,Evening,0.3366690904188938,-0.03824684735141642,1.7881705906482332,-0.0860012790216997
208,0.29752946213753323,Female,Vietnam,-0.8189568807727515,0,1,Waiting Staff,Rural,Tiktok,1.389501811281542,7,Comedy,27,1656,3,16,32,35,6,4,Habit,Smartphone,Android,15:45:00,8,2,Commuting,Wi-Fi,15,0.25672340521955433,-0.5859060011395357,-0.024571986523872342,-0.4623392898989416,Afternoon,0.22850786181466295,-0.881662280541266,-0.02487891613076759,-0.6205275681337239
209,-0.07308521416731607,Male,Indonesia,-0.985073185490056,0,0,Driver,Rural,Tiktok,-1.6375275389895843,12,Entertainment,27,620,9,5,26,89,3,7,Habit,Smartphone,Android,20:30:00,5,5,At Home,Mobile Data,20,-0.676491709209681,-0.1956548755240194,-0.36347646130861994,0.6774577525917879,Evening,-1.1285305369605607,-0.21772684261010286,-0.4517338802208999,0.5172794048024681
210,0.9646358794862621,Male,Pakistan,-1.3286022094550474,0,0,Driver,Rural,Instagram,0.9008868374188799,7,Entertainment,6,246,2,19,39,81,6,4,Procrastination,Computer,Ios,15:45:00,8,2,At School,Wi-Fi,15,0.10940011398692184,-0.6380835403058583,0.1166382113031058,-0.37023447838453916,Afternoon,0.10381943138545104,-1.0163418681144336,0.1103225744290539,-0.4624077167876369
211,0.5940212031814127,Female,Germany,-1.254922610204642,0,0,Students,Rural,Instagram,-1.566022908668219,7,Gaming,29,5212,6,7,20,32,6,4,Habit,Tablet,Macos,15:45:00,8,2,At Home,Mobile Data,15,-0.634004275390031,2.0196016911538828,-0.266041424808005,0.6505938492334205,Afternoon,-1.0051336270425262,1.1051249323420853,-0.3093026890283794,0.501135131787231
212,0.6681441384423826,Other,India,0.6702730512158513,1,1,Manager,Rural,Youtube,-0.30277443965743406,10,Vlogs,17,3339,1,14,18,24,5,5,Habit,Smartphone,Android,18:05:00,7,3,At Work,Wi-Fi,18,-0.3891358698258944,-0.3778000593536983,-0.41572423450460183,-0.2666165654308365,Evening,-0.49288071741285955,-0.4744937899118841,-0.5373822064150582,-0.3100866107704943
213,-1.7037897899086532,Other,Mexico,-0.5355348983015119,0,0,Waiting Staff,Urban,Youtube,0.49569393226447717,16,Trends,21,6758,2,2,15,7,6,4,Boredom,Smartphone,Android,15:45:00,8,2,At School,Mobile Data,15,-0.40271173625347484,-0.29058829810926196,-0.5371650046358031,-0.6542243138872799,Afternoon,-0.515355428279166,-0.34331924130257485,-0.7703846699176969,-1.0619650201982416
214,-0.36957695521119555,Female,Pakistan,-0.6452112811673902,0,0,Labor/Worker,Rural,Tiktok,-0.31469187804432824,8,Life Hacks,28,7086,5,3,22,13,6,4,Habit,Smartphone,Ios,15:45:00,8,2,At Work,Mobile Data,15,-0.3132115798049814,-0.06864685967696675,-0.2815745465689726,-0.6004965071705451,Afternoon,-0.3757290106207316,-0.07111676071192027,-0.33069333189932343,-0.9175327708116374
215,-1.6296668546476831,Male,India,-0.275253705297362,1,0,Students,Rural,Youtube,0.23351028775280483,9,Jokes/Memes,22,3010,1,17,22,91,6,4,Boredom,Smartphone,Ios,15:45:00,8,2,At School,Mobile Data,15,-0.22823671216568134,-0.46892385591933883,-0.32534970789533585,-0.3126689711880377,Afternoon,-0.2590773979517616,-0.6328498705052698,-0.3935608081332797,-0.3749392559228581
216,1.483496426313051,Male,Japan,-1.0321977804339653,0,0,Artist,Rural,Youtube,-0.898646359002144,9,Entertainment,24,4719,8,16,21,69,3,7,Habit,Tablet,Ios,20:30:00,5,5,At Home,Mobile Data,20,-0.49372032230503277,-0.01330487309113608,-0.3408828296563034,0.11715348254584006,Evening,-0.6806660396722835,-0.01339417590808026,-0.41685396006616265,0.11078391668696652
217,0.1492835916155935,Male,India,1.591225891045434,1,1,Engineer,Rural,Tiktok,0.6863729464547843,2,Gaming,29,2368,1,8,2,90,6,4,Entertainment,Computer,Android,15:45:00,8,2,At Home,Mobile Data,15,1.9212754722012264,-0.5331549698842408,-0.5286923927661843,-0.5467687004538104,Afternoon,1.0720203264567836,-0.7617579176786231,-0.7522443042240573,-0.7913526887836867
218,0.5940212031814127,Male,United States,0.4169467402919742,1,0,Waiting Staff,Urban,Youtube,-1.327674140930335,13,Life Hacks,17,1839,9,18,40,42,8,2,Procrastination,Smartphone,Android,09:15:00,10,0,At Home,Mobile Data,9,-0.6284733668454611,-0.17835794448340722,-0.23497518128606978,1.0343638972100972,Morning,-0.9901347265338584,-0.19645043434019058,-0.2678470029185488,0.7101831888073253
219,-1.3331751136038037,Other,Pakistan,-1.2618774922849147,0,1,Manager,Rural,Youtube,-0.8033068519069904,13,Comedy,21,2903,3,15,43,31,3,7,Procrastination,Smartphone,Android,20:30:00,5,5,Commuting,Mobile Data,20,-0.5434984992061611,-0.2952581622623224,-0.20249683578586483,-0.005652932806696455,Evening,-0.7841632913427943,-0.34992373083905315,-0.22626947666438144,-0.005668971102185265
